frame,view,track_id,x,y,w,h
606,View_001,115,315.7,429.5,58.4,146.2
606,View_001,92,159.5,143.4,26.2,67.4
606,View_001,102,501.4,296.8,46.5,110.9
606,View_001,118,526.5,193.5,34.3,85.5
606,View_001,97,698.4,223.6,38.1,91.5
606,View_001,123,0.0,188.4,18.8,64.0
607,View_001,88,636.1,305.8,32.0,104.9
607,View_001,115,323.1,431.0,57.8,144.9
607,View_001,92,155.5,142.9,26.2,68.1
607,View_001,102,510.3,293.8,45.8,112.0
607,View_001,118,523.0,191.7,34.5,86.4
607,View_001,97,703.2,225.7,39.0,92.3
607,View_001,123,0.0,186.7,18.8,65.3
608,View_001,88,638.1,305.2,31.7,105.5
608,View_001,115,328.6,429.0,59.2,146.7
608,View_001,92,151.9,143.5,25.6,66.7
608,View_001,102,523.5,292.7,45.5,111.2
608,View_001,118,518.1,189.3,33.4,85.4
608,View_001,97,709.8,227.2,39.0,92.1
608,View_001,123,1.4,184.4,21.2,68.4
609,View_001,88,639.0,304.6,31.4,106.1
609,View_001,115,332.9,427.9,60.5,147.4
609,View_001,92,148.5,142.7,25.1,66.2
609,View_001,102,531.0,292.7,46.1,110.7
609,View_001,118,513.2,187.9,32.9,85.2
609,View_001,97,715.2,228.4,40.4,94.5
609,View_001,123,6.9,183.8,21.8,69.4
610,View_001,88,639.3,304.3,31.2,106.2
610,View_001,115,341.1,427.7,60.0,147.8
610,View_001,92,145.6,141.5,25.4,68.4
610,View_001,102,535.4,293.3,46.5,108.3
610,View_001,118,508.2,188.5,32.7,83.9
610,View_001,97,718.5,230.9,40.6,94.8
610,View_001,123,12.9,183.9,22.4,69.7
611,View_001,88,639.2,304.1,31.1,106.2
611,View_001,115,346.8,427.4,59.3,148.2
611,View_001,92,142.8,140.8,25.7,70.2
611,View_001,102,540.1,290.5,46.8,109.1
611,View_001,118,505.0,188.2,32.9,83.6
611,View_001,97,720.4,233.4,41.3,96.6
611,View_001,123,16.0,184.1,22.8,69.2
612,View_001,88,639.5,304.4,30.9,105.7
612,View_001,115,354.4,427.0,58.2,148.3
612,View_001,92,139.4,140.0,25.9,71.0
612,View_001,102,551.9,284.6,47.6,114.3
612,View_001,118,496.6,184.0,33.1,84.0
612,View_001,97,725.0,235.7,41.0,96.1
612,View_001,123,20.5,181.1,22.9,69.8
613,View_001,88,639.9,304.6,30.8,105.9
613,View_001,115,360.8,426.1,57.5,149.3
613,View_001,92,137.3,139.9,25.8,70.5
613,View_001,102,558.3,283.5,47.1,115.5
613,View_001,118,490.2,181.3,33.7,83.7
613,View_001,97,729.0,238.0,39.0,95.0
613,View_001,123,25.0,176.4,24.0,73.2
614,View_001,88,640.2,304.5,30.5,106.2
614,View_001,115,364.9,425.4,56.7,149.6
614,View_001,92,135.6,139.8,26.0,70.4
614,View_001,102,563.0,282.5,46.1,115.0
614,View_001,118,486.7,179.8,34.2,83.9
614,View_001,97,731.5,240.0,36.5,96.1
614,View_001,123,31.5,175.6,24.5,73.1
615,View_001,88,639.2,305.1,30.8,105.4
615,View_001,115,368.2,424.8,56.2,150.1
615,View_001,92,131.6,138.9,26.3,71.5
615,View_001,102,568.4,277.5,44.2,111.7
615,View_001,118,481.4,178.0,34.7,84.3
615,View_001,97,735.3,244.0,32.7,93.6
615,View_001,123,39.0,178.7,24.8,70.6
616,View_001,88,637.1,305.1,31.3,105.0
616,View_001,115,370.6,424.4,55.7,150.6
616,View_001,92,128.8,139.3,25.5,70.2
616,View_001,102,571.4,274.2,42.7,109.3
616,View_001,118,477.3,176.5,34.4,84.1
616,View_001,97,740.5,254.6,27.5,82.1
616,View_001,123,43.0,181.5,24.7,67.7
617,View_001,88,632.4,303.5,31.9,104.9
617,View_001,115,373.9,424.3,55.3,150.7
617,View_001,92,125.5,139.2,24.4,69.2
617,View_001,102,574.3,270.9,42.7,110.7
617,View_001,118,472.1,174.3,33.1,82.6
617,View_001,123,51.6,180.6,24.9,68.9
618,View_001,88,628.6,300.8,32.3,104.6
618,View_001,115,375.9,424.3,55.2,150.9
618,View_001,92,123.7,139.2,23.9,68.7
618,View_001,102,576.7,268.7,41.6,108.9
618,View_001,118,466.2,175.0,32.2,80.0
618,View_001,123,59.8,179.9,25.1,68.5
619,View_001,88,624.2,298.0,33.0,104.5
619,View_001,115,376.4,424.1,55.4,151.5
619,View_001,92,122.6,139.4,23.6,68.2
619,View_001,102,579.3,265.6,39.6,103.7
619,View_001,118,461.8,174.4,32.7,80.3
619,View_001,123,66.2,178.3,26.5,69.8
620,View_001,88,617.5,296.3,34.4,104.1
620,View_001,115,376.3,423.7,55.7,152.2
620,View_001,92,121.3,139.8,23.5,68.1
620,View_001,102,580.7,261.7,39.8,104.0
620,View_001,118,458.6,172.9,33.4,81.4
620,View_001,123,69.7,178.4,26.9,69.2
621,View_001,88,610.4,294.3,34.8,102.9
621,View_001,115,373.9,421.1,56.4,154.8
621,View_001,92,119.0,140.1,23.6,67.5
621,View_001,102,583.0,259.7,40.4,105.0
621,View_001,118,449.8,171.5,33.0,79.5
621,View_001,123,75.3,176.5,26.0,67.7
622,View_001,88,605.3,293.9,34.5,100.2
622,View_001,115,370.9,418.2,57.0,157.8
622,View_001,92,117.8,140.1,23.6,67.0
622,View_001,102,584.9,257.5,40.4,104.6
622,View_001,118,444.7,171.9,32.9,78.6
622,View_001,123,81.1,176.4,25.8,67.1
623,View_001,88,599.3,290.7,34.6,99.1
623,View_001,115,367.9,415.2,57.7,160.8
623,View_001,92,116.1,140.3,23.5,66.5
623,View_001,102,592.3,253.5,31.2,75.6
623,View_001,118,441.1,171.3,33.0,78.3
623,View_001,123,87.7,175.3,26.9,68.6
624,View_001,88,594.0,287.1,35.8,101.7
624,View_001,115,364.9,412.8,56.9,158.4
624,View_001,92,114.4,140.0,23.4,67.2
624,View_001,102,596.9,249.9,27.1,62.4
624,View_001,118,438.6,169.4,33.0,78.7
624,View_001,123,92.4,175.6,27.5,68.3
625,View_001,88,590.0,283.2,36.9,102.3
625,View_001,115,361.3,409.2,55.3,153.9
625,View_001,92,113.2,139.6,23.1,68.0
625,View_001,102,601.4,246.8,26.8,59.2
625,View_001,118,433.7,167.2,32.1,77.7
625,View_001,123,96.8,174.8,27.3,67.9
626,View_001,88,583.7,280.2,36.1,99.9
626,View_001,115,359.0,406.5,55.0,153.4
626,View_001,92,113.0,139.6,22.6,67.7
626,View_001,102,601.9,246.1,35.9,79.8
626,View_001,118,433.3,166.6,23.6,54.9
626,View_001,123,99.8,174.5,26.3,66.4
627,View_001,88,579.6,277.9,35.2,97.7
627,View_001,115,358.0,405.0,54.8,153.2
627,View_001,92,113.0,139.5,22.2,68.2
627,View_001,102,604.0,244.2,38.8,87.4
627,View_001,118,431.7,166.6,19.8,44.0
627,View_001,123,104.5,174.4,26.1,66.0
628,View_001,88,570.6,274.7,36.0,98.1
628,View_001,115,357.3,403.3,54.5,151.9
628,View_001,92,111.3,138.1,29.9,91.5
628,View_001,102,608.5,239.7,41.6,94.4
628,View_001,123,112.6,174.3,27.0,66.4
629,View_001,88,566.2,272.9,36.2,97.8
629,View_001,115,358.0,401.4,52.9,146.9
629,View_001,92,111.5,139.4,31.7,97.2
629,View_001,102,612.1,237.5,42.9,98.1
629,View_001,123,116.5,173.5,27.2,65.9
630,View_001,88,558.8,269.0,35.4,95.2
630,View_001,115,354.7,397.6,52.7,145.4
630,View_001,92,112.9,139.2,26.5,81.3
630,View_001,102,617.5,234.9,42.6,98.4
630,View_001,123,122.6,171.2,26.3,65.6
631,View_001,88,553.3,266.2,35.3,94.9
631,View_001,115,352.3,395.5,52.8,145.6
631,View_001,92,112.8,139.3,23.9,73.7
631,View_001,102,621.7,231.8,41.5,96.4
631,View_001,123,127.9,168.3,26.7,67.6
632,View_001,88,548.1,264.7,35.8,96.3
632,View_001,115,350.7,393.8,53.0,146.9
632,View_001,92,113.0,139.7,22.7,70.3
632,View_001,102,624.6,228.8,41.0,95.6
632,View_001,123,133.5,167.5,27.6,68.6
632,View_001,118,403.2,162.7,20.0,43.3
633,View_001,88,544.1,263.0,35.3,95.0
633,View_001,115,347.7,392.0,53.3,148.0
633,View_001,92,113.0,139.7,22.3,69.2
633,View_001,102,627.3,226.4,40.8,95.7
633,View_001,123,137.7,167.2,28.1,68.2
633,View_001,118,398.0,161.5,26.3,57.9
634,View_001,88,540.1,259.8,35.1,94.8
634,View_001,115,343.8,390.7,53.1,147.4
634,View_001,92,112.9,140.5,22.0,68.6
634,View_001,102,629.5,225.5,40.5,95.3
634,View_001,123,139.9,165.7,28.9,69.3
634,View_001,118,394.0,160.2,29.8,67.8
635,View_001,88,536.5,257.1,34.2,92.5
635,View_001,115,340.0,389.5,53.0,146.2
635,View_001,92,112.8,140.8,21.9,68.3
635,View_001,102,632.3,225.0,40.2,94.8
635,View_001,123,143.0,165.0,28.9,68.9
635,View_001,118,389.8,159.1,31.3,73.4
636,View_001,88,526.7,254.8,35.0,93.1
636,View_001,115,336.5,386.7,51.5,142.2
636,View_001,92,113.2,141.3,21.9,67.7
636,View_001,102,637.7,220.4,39.4,93.2
636,View_001,123,150.4,164.6,28.4,68.4
636,View_001,118,383.5,159.2,31.3,74.4
637,View_001,88,522.2,253.1,34.8,92.0
637,View_001,115,335.1,385.5,50.8,140.3
637,View_001,92,114.1,141.8,22.3,67.9
637,View_001,102,640.9,216.2,39.6,94.5
637,View_001,123,157.6,166.1,28.2,66.6
637,View_001,118,380.3,159.0,31.5,75.4
638,View_001,88,516.8,250.1,34.8,91.5
638,View_001,115,334.3,384.7,51.1,140.1
638,View_001,92,114.7,142.9,22.6,68.6
638,View_001,102,642.8,215.3,39.5,94.7
638,View_001,123,161.5,165.0,29.0,67.3
638,View_001,118,376.5,157.8,31.4,75.8
639,View_001,88,512.2,247.5,34.5,90.8
639,View_001,115,334.8,384.8,51.4,140.1
639,View_001,92,115.4,143.7,23.0,69.6
639,View_001,102,643.8,215.0,39.3,94.9
639,View_001,123,163.8,163.4,29.7,68.1
639,View_001,118,371.4,157.4,31.1,75.7
640,View_001,88,505.0,246.7,34.5,91.4
640,View_001,115,334.0,384.8,51.8,140.5
640,View_001,92,116.7,144.1,22.9,69.5
640,View_001,102,644.4,211.6,38.8,93.8
640,View_001,123,169.3,161.9,28.9,68.0
640,View_001,118,364.8,157.4,31.2,75.4
641,View_001,88,499.9,244.8,33.9,90.4
641,View_001,115,334.4,384.5,51.9,140.4
641,View_001,92,118.5,144.3,23.1,70.0
641,View_001,102,644.3,208.3,38.3,92.2
641,View_001,123,175.2,161.3,28.7,68.0
641,View_001,118,361.6,158.3,30.5,73.3
642,View_001,88,496.3,242.3,33.3,89.1
642,View_001,115,335.6,384.0,51.9,140.6
642,View_001,92,119.6,144.3,23.4,70.5
642,View_001,102,643.9,206.3,38.3,91.8
642,View_001,123,182.1,161.2,29.1,67.9
642,View_001,118,357.8,157.5,30.3,73.6
643,View_001,88,493.2,240.2,32.6,87.5
643,View_001,115,336.8,383.7,52.3,142.3
643,View_001,92,121.1,144.4,23.9,71.9
643,View_001,102,643.2,205.4,38.1,91.2
643,View_001,123,185.8,161.2,29.6,67.6
643,View_001,118,353.4,156.6,29.4,72.9
644,View_001,88,488.5,238.8,32.7,86.8
644,View_001,115,338.4,383.2,51.6,140.6
644,View_001,92,123.5,145.8,23.7,70.8
644,View_001,102,642.4,204.8,38.1,90.9
644,View_001,123,188.8,161.2,29.4,66.3
644,View_001,118,348.5,156.1,28.8,73.2
645,View_001,88,484.3,237.3,33.0,86.8
645,View_001,115,339.8,381.8,50.5,137.6
645,View_001,92,125.9,147.2,23.9,70.5
645,View_001,102,641.9,203.3,38.4,91.4
645,View_001,123,191.9,159.6,28.9,66.7
645,View_001,118,344.0,156.4,29.3,73.6
646,View_001,88,480.5,235.6,33.2,87.3
646,View_001,115,340.2,380.4,50.3,137.0
646,View_001,92,127.9,147.5,23.7,70.0
646,View_001,102,641.7,201.1,37.6,89.7
646,View_001,123,196.5,158.8,28.1,66.8
646,View_001,118,340.1,156.7,30.1,73.4
647,View_001,88,474.8,230.7,33.3,87.6
647,View_001,115,339.5,378.6,50.9,138.6
647,View_001,92,131.6,146.7,23.9,70.9
647,View_001,102,642.1,196.9,36.7,88.8
647,View_001,123,205.5,158.5,28.4,66.7
647,View_001,118,334.2,156.4,29.8,73.3
648,View_001,88,470.5,229.0,33.4,87.7
648,View_001,115,338.2,376.9,51.6,140.8
648,View_001,92,135.4,147.0,24.2,71.0
648,View_001,102,641.9,195.5,35.3,86.5
648,View_001,123,209.8,158.1,28.9,67.0
648,View_001,118,327.8,156.4,29.2,72.8
649,View_001,88,468.3,227.9,33.2,87.1
649,View_001,115,335.9,374.4,52.1,143.0
649,View_001,92,138.2,147.3,24.7,71.8
649,View_001,102,640.7,194.8,34.4,85.3
649,View_001,123,213.7,156.7,28.7,67.6
649,View_001,118,320.3,156.2,29.7,73.3
650,View_001,88,466.8,225.4,32.8,86.4
650,View_001,115,333.0,372.3,52.0,143.7
650,View_001,92,139.8,148.2,24.8,72.1
650,View_001,102,639.8,193.2,33.3,83.2
650,View_001,123,218.2,156.3,27.6,67.5
650,View_001,118,316.4,157.0,29.9,72.5
651,View_001,88,465.0,221.3,32.4,84.6
651,View_001,115,331.1,369.4,50.5,138.8
651,View_001,92,143.5,148.4,25.0,71.9
651,View_001,102,635.7,189.9,33.5,83.4
651,View_001,123,227.8,155.9,27.7,66.8
651,View_001,118,312.2,155.8,30.7,73.8
652,View_001,88,463.6,219.2,32.2,83.9
652,View_001,115,329.1,367.2,50.0,137.6
652,View_001,92,147.1,148.1,25.5,72.4
652,View_001,102,632.4,187.7,33.9,83.9
652,View_001,123,231.8,155.8,28.1,66.8
652,View_001,118,307.3,156.8,29.3,71.4
653,View_001,88,461.8,218.2,32.0,83.6
653,View_001,115,327.8,366.0,50.1,137.4
653,View_001,92,149.8,147.9,26.1,73.9
653,View_001,102,629.6,187.5,34.1,83.9
653,View_001,123,236.5,155.3,27.6,66.4
653,View_001,118,301.4,155.7,29.4,73.6
654,View_001,88,460.1,215.5,32.1,83.3
654,View_001,115,326.0,365.2,50.2,137.6
654,View_001,92,153.0,148.6,26.1,73.9
654,View_001,102,628.2,186.9,33.9,83.2
654,View_001,123,240.4,155.1,26.7,65.9
654,View_001,118,297.9,157.0,28.2,71.8
655,View_001,88,458.8,213.3,31.9,82.4
655,View_001,115,323.8,363.7,49.9,137.4
655,View_001,92,156.9,149.5,26.2,73.0
655,View_001,102,627.2,184.4,33.9,82.9
655,View_001,123,245.4,154.9,25.8,64.9
655,View_001,118,293.0,157.0,28.9,72.2
656,View_001,88,457.5,211.3,31.9,82.1
656,View_001,115,321.9,362.6,48.8,134.8
656,View_001,92,159.6,149.9,26.4,73.1
656,View_001,102,627.1,182.3,32.7,80.5
656,View_001,123,251.8,155.1,25.9,64.0
656,View_001,118,290.1,157.6,29.0,71.2
656,View_001,129,729.3,309.0,33.7,111.3
657,View_001,88,457.3,210.5,31.8,82.0
657,View_001,115,319.1,361.0,48.0,133.0
657,View_001,92,162.9,148.9,26.4,73.6
657,View_001,102,626.2,180.2,32.2,80.4
657,View_001,123,254.8,154.9,26.6,64.0
657,View_001,118,286.6,156.9,29.2,72.0
657,View_001,129,727.7,306.8,34.5,113.5
658,View_001,88,457.4,209.2,32.1,82.8
658,View_001,115,312.8,359.9,48.9,133.4
658,View_001,92,166.0,148.7,26.0,74.1
658,View_001,102,624.5,179.6,31.8,80.6
658,View_001,123,258.6,154.8,25.7,63.1
658,View_001,118,280.7,156.5,29.1,72.0
658,View_001,129,720.1,302.3,35.6,117.1
659,View_001,88,458.6,205.6,31.8,81.5
659,View_001,115,305.3,358.7,50.2,133.9
659,View_001,92,174.6,149.0,26.7,74.3
659,View_001,102,620.9,177.9,31.6,81.3
659,View_001,118,272.2,153.6,30.7,75.0
659,View_001,129,700.5,299.6,36.7,118.3
660,View_001,88,459.2,202.9,31.7,81.0
660,View_001,115,301.5,357.4,51.6,134.4
660,View_001,92,178.9,149.8,27.2,74.0
660,View_001,102,617.5,176.7,30.5,79.1
660,View_001,118,268.2,153.2,31.2,75.3
660,View_001,129,688.1,294.3,37.3,119.5
661,View_001,88,459.7,201.8,31.7,80.7
661,View_001,115,295.7,355.1,52.1,132.0
661,View_001,92,181.0,149.9,27.8,74.5
661,View_001,102,613.8,174.8,30.6,79.4
661,View_001,118,265.7,154.3,30.8,73.6
661,View_001,129,676.2,291.2,36.5,117.0
662,View_001,88,459.5,201.1,31.4,80.1
662,View_001,115,287.6,353.0,52.1,130.3
662,View_001,92,184.3,149.4,27.7,74.6
662,View_001,102,609.4,173.5,31.0,79.5
662,View_001,118,262.3,154.9,29.5,71.5
662,View_001,129,661.3,289.5,36.6,114.8
662,View_001,123,282.1,153.3,24.8,61.7
663,View_001,88,459.1,197.2,31.1,79.3
663,View_001,115,276.2,351.2,52.0,130.9
663,View_001,92,189.8,149.8,28.2,76.0
663,View_001,102,603.5,172.7,31.2,78.9
663,View_001,118,257.2,155.6,28.3,70.5
663,View_001,129,649.0,286.9,36.9,112.8
663,View_001,123,289.8,151.7,25.3,64.6
664,View_001,88,459.3,195.4,30.8,78.4
664,View_001,115,270.1,350.2,51.7,131.6
664,View_001,92,194.1,152.4,27.5,73.9
664,View_001,102,599.8,171.9,31.8,79.2
664,View_001,118,254.1,155.8,27.8,70.1
664,View_001,129,636.9,282.8,36.3,111.6
664,View_001,123,296.3,151.8,25.5,64.9
665,View_001,88,460.3,194.7,30.5,77.4
665,View_001,115,264.4,348.3,51.3,131.3
665,View_001,92,199.3,153.7,26.9,73.1
665,View_001,102,595.2,168.4,30.9,78.0
665,View_001,118,250.2,156.2,27.7,69.6
665,View_001,129,620.5,279.1,37.6,113.4
665,View_001,123,303.3,150.9,26.7,66.6
666,View_001,88,462.0,193.7,29.9,75.6
666,View_001,115,258.5,346.8,50.1,129.8
666,View_001,92,202.7,153.5,26.9,74.4
666,View_001,102,592.0,166.8,30.1,77.5
666,View_001,118,245.1,155.7,28.0,69.6
666,View_001,129,609.6,275.6,38.1,114.3
666,View_001,123,307.7,150.4,26.7,66.7
667,View_001,88,463.6,191.6,29.3,74.4
667,View_001,115,251.9,345.5,48.2,127.4
667,View_001,92,205.8,152.4,27.0,75.6
667,View_001,102,588.2,165.5,29.7,78.0
667,View_001,118,240.6,155.7,28.6,69.9
667,View_001,129,599.3,272.3,37.0,111.7
667,View_001,123,311.5,149.2,26.0,66.7
668,View_001,88,465.0,188.2,29.5,74.9
668,View_001,115,247.7,344.5,47.2,125.8
668,View_001,92,210.3,152.8,27.3,76.2
668,View_001,102,582.5,164.6,29.8,77.6
668,View_001,118,238.3,155.8,28.5,69.8
668,View_001,129,585.9,270.8,37.3,110.2
668,View_001,123,315.8,149.3,25.4,66.5
669,View_001,88,466.1,185.4,30.3,77.4
669,View_001,115,235.5,344.3,48.4,124.6
669,View_001,92,214.8,154.4,27.3,75.5
669,View_001,102,578.7,164.0,29.3,76.0
669,View_001,118,233.5,155.8,28.8,70.6
669,View_001,129,575.3,269.5,37.2,106.7
669,View_001,123,323.4,149.6,26.3,67.4
670,View_001,88,467.1,183.9,30.2,77.8
670,View_001,115,229.5,344.0,49.6,124.6
670,View_001,92,220.1,154.6,28.5,76.5
670,View_001,102,574.3,162.8,29.4,75.8
670,View_001,129,563.8,265.2,36.9,106.2
670,View_001,123,326.9,149.8,26.8,67.3
671,View_001,88,467.5,182.4,29.6,76.9
671,View_001,115,226.8,343.0,50.9,125.3
671,View_001,92,223.1,154.7,28.6,77.0
671,View_001,102,567.2,161.7,29.5,76.2
671,View_001,129,554.3,262.5,37.0,106.6
671,View_001,123,330.6,149.5,26.5,67.3
672,View_001,88,468.2,180.4,29.1,75.5
672,View_001,115,221.9,340.8,51.8,124.3
672,View_001,92,225.8,154.7,28.7,77.5
672,View_001,102,561.7,161.0,29.7,76.4
672,View_001,129,544.8,261.7,37.2,105.3
672,View_001,123,335.9,149.5,25.7,67.2
673,View_001,88,469.4,178.6,28.9,74.8
673,View_001,115,208.5,338.6,51.3,123.7
673,View_001,92,233.6,155.8,29.3,77.6
673,View_001,102,555.9,160.7,29.9,75.2
673,View_001,129,530.1,257.8,36.3,104.2
673,View_001,123,346.0,150.3,26.2,66.2
673,View_001,118,211.2,154.4,27.5,68.5
674,View_001,88,471.2,178.6,28.5,73.4
674,View_001,115,200.2,337.6,50.6,123.1
674,View_001,92,237.8,157.2,29.4,77.0
674,View_001,102,552.3,159.4,30.0,75.1
674,View_001,129,517.8,255.7,36.3,103.8
674,View_001,123,350.1,149.8,27.2,66.8
674,View_001,118,207.1,154.5,27.2,68.2
675,View_001,88,473.5,177.4,28.3,72.9
675,View_001,115,193.7,337.5,50.4,123.3
675,View_001,92,240.8,157.3,29.5,77.3
675,View_001,102,548.4,158.3,29.2,74.9
675,View_001,129,505.7,255.0,37.6,102.5
675,View_001,123,353.1,149.6,27.4,66.5
675,View_001,118,201.5,153.7,27.8,68.5
676,View_001,88,475.9,175.9,28.4,73.4
676,View_001,115,188.5,337.9,50.3,123.1
676,View_001,92,245.9,157.5,28.4,76.5
676,View_001,102,543.8,156.7,28.4,74.8
676,View_001,129,499.8,254.0,38.4,101.2
676,View_001,123,357.7,149.4,26.7,66.3
676,View_001,118,197.2,154.2,28.3,68.9
677,View_001,88,478.9,174.7,27.5,71.2
677,View_001,115,182.4,336.4,51.0,124.1
677,View_001,92,255.5,157.4,29.0,77.6
677,View_001,102,533.8,157.1,29.3,74.2
677,View_001,129,484.2,250.2,37.5,100.9
677,View_001,123,366.1,148.7,27.3,67.2
677,View_001,118,191.4,155.6,28.5,67.6
678,View_001,88,480.8,173.9,27.3,70.8
678,View_001,115,174.9,334.0,50.5,123.1
678,View_001,92,260.9,158.3,29.9,77.6
678,View_001,102,528.6,157.7,30.2,73.2
678,View_001,129,472.6,249.2,37.7,100.3
678,View_001,123,372.1,148.8,28.3,67.1
678,View_001,118,186.4,154.5,29.1,68.1
679,View_001,88,482.7,173.0,27.3,71.0
679,View_001,115,165.5,331.0,49.2,122.6
679,View_001,92,263.2,158.9,30.5,77.1
679,View_001,102,526.0,157.4,30.4,72.6
679,View_001,129,465.8,247.8,38.6,100.9
679,View_001,123,374.3,149.4,28.7,66.0
679,View_001,118,181.4,154.5,28.3,67.2
680,View_001,88,486.0,170.1,27.1,70.7
680,View_001,115,154.5,330.1,48.5,120.5
680,View_001,92,271.5,158.5,31.1,78.8
680,View_001,102,516.0,156.1,29.8,73.2
680,View_001,129,448.6,243.8,37.7,100.0
680,View_001,123,381.6,148.5,27.7,65.9
680,View_001,118,173.4,154.8,29.4,68.5
681,View_001,88,488.5,169.3,26.8,70.6
681,View_001,115,147.5,330.6,48.4,119.0
681,View_001,92,277.1,158.7,31.3,80.0
681,View_001,102,509.9,155.7,29.0,72.7
681,View_001,129,437.0,242.1,38.1,99.1
681,View_001,123,387.1,148.4,26.6,64.9
681,View_001,118,167.2,155.7,30.7,69.4
682,View_001,88,491.4,168.6,26.9,70.7
682,View_001,115,143.2,328.3,49.3,120.7
682,View_001,92,282.0,158.8,31.8,81.0
682,View_001,102,506.4,155.8,29.2,74.0
682,View_001,129,432.1,242.0,38.0,97.2
682,View_001,123,392.2,148.3,26.4,65.9
682,View_001,118,164.4,155.8,31.1,69.7
683,View_001,88,493.5,159.9,30.1,79.0
683,View_001,115,132.4,323.7,49.0,119.6
683,View_001,92,287.7,160.4,31.6,80.0
683,View_001,129,417.2,241.7,36.4,94.1
683,View_001,123,397.8,147.5,27.0,67.4
683,View_001,118,160.4,156.4,29.8,68.5
684,View_001,88,499.7,164.3,27.1,71.2
684,View_001,115,125.5,320.5,49.4,120.4
684,View_001,92,292.4,160.4,31.0,79.9
684,View_001,129,408.1,241.4,34.8,89.9
684,View_001,123,404.0,146.4,25.4,64.5
684,View_001,118,158.3,157.5,28.7,67.1
684,View_001,102,489.0,153.5,28.5,75.4
685,View_001,88,503.8,164.1,26.6,70.3
685,View_001,115,122.8,318.4,49.4,121.0
685,View_001,92,297.6,160.3,30.4,80.6
685,View_001,129,398.9,237.4,35.1,91.0
685,View_001,123,408.7,146.0,23.0,59.6
685,View_001,118,154.4,158.5,28.8,67.4
685,View_001,102,483.7,153.6,27.3,74.0
686,View_001,88,507.4,164.0,26.3,70.1
686,View_001,115,121.5,317.7,49.2,121.2
686,View_001,92,303.2,160.3,30.0,80.3
686,View_001,129,391.5,232.9,35.5,93.5
686,View_001,118,151.9,158.7,29.3,68.6
686,View_001,102,477.9,153.5,26.9,72.9
687,View_001,88,512.9,164.3,25.9,68.9
687,View_001,115,118.9,315.8,49.2,122.0
687,View_001,92,309.9,162.7,30.8,79.9
687,View_001,129,375.1,229.8,37.0,94.4
687,View_001,118,148.8,159.5,29.8,69.4
687,View_001,102,469.7,154.0,27.9,72.0
688,View_001,88,517.2,163.5,25.8,69.1
688,View_001,115,117.0,313.0,48.3,119.6
688,View_001,92,313.4,163.2,31.6,80.6
688,View_001,129,369.3,228.7,37.6,93.4
688,View_001,118,147.7,160.4,29.8,69.1
688,View_001,102,465.0,154.3,28.2,71.1
688,View_001,123,428.6,145.8,23.2,60.2
689,View_001,88,520.6,163.0,25.0,67.7
689,View_001,115,115.8,310.8,46.9,116.6
689,View_001,92,316.9,162.7,31.7,80.9
689,View_001,129,360.9,225.7,37.4,93.6
689,View_001,118,147.7,161.8,29.6,68.8
689,View_001,102,458.4,153.0,28.5,72.1
689,View_001,123,431.5,144.8,22.8,60.1
690,View_001,88,525.0,161.3,25.2,67.3
690,View_001,115,115.5,308.0,46.7,117.3
690,View_001,92,325.9,163.1,32.3,82.7
690,View_001,129,349.3,223.9,37.3,93.9
690,View_001,118,149.2,162.6,29.5,69.4
690,View_001,102,449.4,150.6,28.8,73.9
690,View_001,123,434.2,142.0,25.6,69.9
691,View_001,88,527.4,160.3,25.5,67.7
691,View_001,115,114.2,305.9,46.6,118.4
691,View_001,92,330.6,163.5,31.8,81.6
691,View_001,129,341.3,223.3,37.1,93.1
691,View_001,118,151.4,163.0,29.6,69.4
691,View_001,102,441.5,144.2,31.2,80.0
691,View_001,133,749.7,225.5,17.5,92.7
692,View_001,88,529.2,159.2,25.6,67.9
692,View_001,115,113.3,303.6,46.8,119.2
692,View_001,92,334.1,165.7,29.8,76.8
692,View_001,129,334.2,221.6,35.5,89.8
692,View_001,118,153.4,163.0,30.2,70.0
692,View_001,133,746.0,224.2,18.1,94.8
692,View_001,123,441.9,141.5,29.4,80.0
693,View_001,88,530.2,158.8,25.4,67.4
693,View_001,115,112.0,300.4,46.1,117.1
693,View_001,92,339.0,166.1,25.5,65.5
693,View_001,129,327.0,213.8,37.0,95.1
693,View_001,118,155.4,163.8,30.8,71.2
693,View_001,133,741.8,223.4,18.5,94.3
693,View_001,123,447.5,141.2,25.0,69.3
693,View_001,102,432.2,145.5,28.7,75.9
694,View_001,88,530.7,159.1,25.2,66.6
694,View_001,115,110.8,297.9,45.2,114.4
694,View_001,92,340.6,166.1,29.3,77.6
694,View_001,129,319.6,216.2,36.1,91.2
694,View_001,118,157.7,164.9,31.3,72.4
694,View_001,133,735.6,223.6,19.1,92.8
694,View_001,123,451.1,140.0,23.3,65.6
695,View_001,88,530.5,159.9,25.1,66.2
695,View_001,115,109.1,296.2,45.2,114.9
695,View_001,92,343.7,166.5,29.8,81.0
695,View_001,129,316.0,217.3,35.5,88.5
695,View_001,118,160.4,164.8,31.2,72.9
695,View_001,133,730.7,222.5,20.0,92.2
695,View_001,123,454.8,139.9,22.4,64.0
696,View_001,88,529.3,161.6,25.6,67.4
696,View_001,115,108.4,295.2,45.2,115.2
696,View_001,92,348.1,166.4,30.0,82.9
696,View_001,129,310.0,215.8,34.9,86.7
